id,age,income,total_transactions,total_amount_spent,offers_received,offers_viewed,offers_completed,cluster,cluster_name
761e483441e942d6ad4a8c84a79605ce,49.0,81000.0,8.0,214.16,4.0,4.0,6.0,3,Affluent Moderates
59a46ccbaeb64ab0a33feef55ad07222,70.0,37000.0,15.0,117.15,4.0,3.0,8.0,4,Frequent Low-Spenders
01956670cf414b309675aa73368b94a9,52.0,95000.0,10.0,248.65,5.0,4.0,10.0,1,High-Value Loyalists
3479b8d7e29a48409a04db7318a065f3,43.0,45000.0,9.0,33.76,2.0,2.0,0.0,2,Low-Spend Infrequent Users
49c35bb44a394433a1216dd757cda867,24.0,53000.0,22.0,162.46,6.0,5.0,6.0,4,Frequent Low-Spenders
5115fdb314fe41619fda3e5d8060a8b5,62.0,88000.0,4.0,74.17,5.0,2.0,4.0,3,Affluent Moderates
9b0cdf56c54f4e52a971f90936e46607,62.0,72000.0,7.0,128.72,5.0,4.0,8.0,1,High-Value Loyalists
3a784bfb5b0340138f8eafe4ec5aa6ef,66.0,91000.0,3.0,71.33,4.0,3.0,2.0,3,Affluent Moderates
7dbea37e1a154a888802eaa7da0097e0,29.0,62000.0,13.0,41.74,5.0,2.0,4.0,4,Frequent Low-Spenders
c9674187987340cf88ce81ce363d21ce,66.0,67000.0,10.0,200.43,5.0,5.0,8.0,1,High-Value Loyalists
611bebc503f94bc39fb2816948bd98e0,91.0,43000.0,5.0,11.59,5.0,5.0,0.0,0,Low-Engagement Customers
f7f8edca3380473b9acc9994c72d9e80,47.0,58000.0,4.0,13.6,6.0,4.0,0.0,0,Low-Engagement Customers
c4b801ad0dc7440cb51937d281de4dd1,53.0,71000.0,5.0,111.79,3.0,3.0,2.0,2,Low-Spend Infrequent Users
82ce2b069c8a4daf924c20f36294cada,55.0,55000.0,8.0,93.06,4.0,4.0,4.0,0,Low-Engagement Customers
174a4dbebb74441da5adf64bca5e5c36,30.0,55000.0,8.0,17.069999999999997,3.0,2.0,2.0,2,Low-Spend Infrequent Users
2c56d5ce389242758d766cf3cd021d96,59.0,73000.0,6.0,24.83,5.0,2.0,2.0,0,Low-Engagement Customers
77320a68605841169979f8b497ba0ca1,54.0,102000.0,11.0,334.43,4.0,3.0,6.0,3,Affluent Moderates
489b497d9b0c44a3b6292525e71cec57,49.0,74000.0,7.0,115.69,4.0,4.0,6.0,3,Affluent Moderates
ba4b4ee409d24af89e7a350fc51efac9,68.0,90000.0,8.0,178.72,6.0,4.0,8.0,1,High-Value Loyalists
e1c8fa2cb9184b4999b84f9aea10af6f,53.0,53000.0,8.0,83.07,6.0,6.0,8.0,1,High-Value Loyalists
138ed93630ec4e59bda8aed2d92f42eb,51.0,57000.0,7.0,97.32,4.0,4.0,4.0,0,Low-Engagement Customers
10a22481775043e1ba9776077e46c483,58.0,70000.0,7.0,127.91,6.0,4.0,10.0,1,High-Value Loyalists
d8a1e62359c549a29fa55d90165f17a5,60.0,117000.0,2.0,62.5,3.0,2.0,2.0,3,Affluent Moderates
10f8311374194911a882362458020ebd,70.0,81000.0,6.0,129.86,5.0,4.0,10.0,1,High-Value Loyalists
285bbb626b184a4584ac5ede74925f7c,69.0,86000.0,2.0,45.129999999999995,5.0,5.0,4.0,0,Low-Engagement Customers
0bc0a681c7a74a4abd36563d3f3646b2,22.0,33000.0,5.0,18.17,4.0,2.0,0.0,2,Low-Spend Infrequent Users
af3e4f55f3f44cf883289857d51d2678,36.0,76000.0,12.0,272.56,4.0,4.0,8.0,1,High-Value Loyalists
59b08bdcf7e045e78a6ed4ab6afa66fe,27.0,58000.0,10.0,143.69,5.0,5.0,8.0,4,Frequent Low-Spenders
c1dc09fa7f5940a38c2f393f89cb4a50,39.0,32000.0,14.0,41.199999999999996,5.0,3.0,2.0,4,Frequent Low-Spenders
d7ed79bbb5c94f689098728c0ed047ab,69.0,79000.0,6.0,140.02,5.0,5.0,6.0,1,High-Value Loyalists
a6b128a592874d52b16a35408e742d5d,49.0,55000.0,8.0,113.14,5.0,5.0,6.0,0,Low-Engagement Customers
db3d9ca5a8f54526bd5e263d914f3b29,56.0,104000.0,8.0,187.73,3.0,3.0,6.0,3,Affluent Moderates
b86e0aed9f19441089327c24646f17b6,79.0,66000.0,8.0,157.2,4.0,3.0,6.0,3,Affluent Moderates
43ba16ae14404ada9c749043c66f3741,36.0,52000.0,17.0,240.9,5.0,2.0,4.0,4,Frequent Low-Spenders
cd378dbec01843e188ae3d3384f39717,48.0,70000.0,13.0,245.73,3.0,3.0,6.0,4,Frequent Low-Spenders
6cf884a6c5ae4b2daccb6d3108028fef,58.0,110000.0,4.0,1165.26,5.0,4.0,4.0,1,High-Value Loyalists
db22718fc9144e44b5fab97ea282cdb6,65.0,60000.0,14.0,38.230000000000004,3.0,2.0,4.0,2,Low-Spend Infrequent Users
9ecd1e78109840c6964e4e6ce6042a70,70.0,54000.0,0.0,0.0,6.0,5.0,0.0,0,Low-Engagement Customers
9f844ff5e58845b796907df7a9364689,60.0,66000.0,5.0,18.53,3.0,2.0,0.0,2,Low-Spend Infrequent Users
d1d5eaf6a38a44baa2cd998f870d939b,50.0,41000.0,12.0,373.29999999999995,5.0,5.0,10.0,1,High-Value Loyalists
971d98b6a4054f75a6bdd20897e469ac,53.0,116000.0,3.0,83.08,6.0,3.0,4.0,3,Affluent Moderates
b66ee4fca2c34ff5ba14a47b65eb0f53,46.0,73000.0,7.0,116.41,6.0,5.0,6.0,1,High-Value Loyalists
a9e2b8c539da4f288f7a03f59ed2f5b3,49.0,56000.0,7.0,24.939999999999998,6.0,3.0,4.0,0,Low-Engagement Customers
7be78ebad1ac4467bbe93813fe0b7d28,67.0,52000.0,16.0,40.26,6.0,3.0,4.0,4,Frequent Low-Spenders
098d957407b44982a3debf3337aa6b9c,53.0,37000.0,14.0,95.25,4.0,4.0,2.0,4,Frequent Low-Spenders
fdd4556f915e425498cce83db7f3b85e,32.0,53000.0,5.0,32.58,5.0,3.0,2.0,0,Low-Engagement Customers
c2240708c0b84264ad9060467887346c,41.0,48000.0,0.0,0.0,4.0,4.0,0.0,0,Low-Engagement Customers
b99a3a0c26e2406fa5d249d20a6b1911,72.0,84000.0,2.0,52.08,3.0,1.0,2.0,3,Affluent Moderates
ca3e04a5fbd54c1a88666cc50b2a3ff9,73.0,77000.0,3.0,48.93,4.0,4.0,6.0,3,Affluent Moderates
c8b16cc25eed4d27b5da91976b105a32,50.0,112000.0,5.0,124.53999999999999,3.0,1.0,2.0,3,Affluent Moderates
839ab35f5a3e4379a76902eac5b10165,25.0,30000.0,15.0,31.09,4.0,3.0,0.0,4,Frequent Low-Spenders
05ea8d8a95eb4b209a6e048878470df1,62.0,111000.0,5.0,133.53,4.0,1.0,6.0,3,Affluent Moderates
2b539f377ad24c0fad2dc5d1034bebd7,70.0,98000.0,1.0,23.17,6.0,6.0,2.0,0,Low-Engagement Customers
183f6a92dc794fdab0070c3f6c64f8bb,18.0,73000.0,6.0,16.76,6.0,3.0,0.0,0,Low-Engagement Customers
2e2d6fece51b4669a82f5cb248f9a867,54.0,44000.0,10.0,111.88,3.0,1.0,2.0,2,Low-Spend Infrequent Users
7509608052504dd9acf88845c25f5b6b,58.0,53000.0,4.0,44.25,6.0,6.0,4.0,0,Low-Engagement Customers
7deb3dfb68834b0ba0d8913d54acabfa,78.0,63000.0,8.0,125.32,4.0,4.0,8.0,3,Affluent Moderates
61f4ece6c6a7441487e79f9bb558c8f3,48.0,63000.0,7.0,87.05,3.0,3.0,4.0,2,Low-Spend Infrequent Users
f60464b22c69401297368e9e123d2b6b,50.0,53000.0,10.0,154.82999999999998,5.0,5.0,6.0,4,Frequent Low-Spenders
50b1183f583b4b848182c50e4e812caa,65.0,75000.0,6.0,135.14,5.0,4.0,8.0,1,High-Value Loyalists
41432b5e320846288781470dcc1ce194,49.0,90000.0,4.0,106.28,3.0,2.0,4.0,3,Affluent Moderates
b4360ed1ef1147d3acdc322dc98e0811,63.0,65000.0,8.0,148.48000000000002,4.0,4.0,6.0,3,Affluent Moderates
907499fcdce34a39809c3540af995d49,48.0,59000.0,13.0,217.72,4.0,3.0,6.0,4,Frequent Low-Spenders
4be45187b24d479fbccaf1f6293ebff8,43.0,54000.0,0.0,0.0,4.0,4.0,0.0,0,Low-Engagement Customers
ac43af82b68d48cea31a0f0a229a1375,26.0,39000.0,11.0,29.52,5.0,2.0,2.0,2,Low-Spend Infrequent Users
eba8d696316d42be9837b38f908db3ac,34.0,49000.0,12.0,154.2,6.0,5.0,6.0,4,Frequent Low-Spenders
e1f69f61ede041bd97bb70f68c267e4f,65.0,75000.0,4.0,80.35,5.0,2.0,6.0,3,Affluent Moderates
8957e167deef47f1aa157fb7a9891379,72.0,71000.0,22.0,106.23,6.0,5.0,4.0,4,Frequent Low-Spenders
4a8b0e879455408ebe48794920568747,58.0,64000.0,15.0,260.42,5.0,4.0,4.0,4,Frequent Low-Spenders
dee3814fa583456a8f6635b45a0ba641,70.0,80000.0,13.0,252.4,6.0,3.0,10.0,1,High-Value Loyalists
c53af300a4b8416684f104b0a9a06c1d,74.0,54000.0,4.0,60.0,5.0,5.0,2.0,0,Low-Engagement Customers
a2bfbf0ff27f42bd98fd28be9adb56a1,31.0,59000.0,14.0,199.94,4.0,4.0,8.0,4,Frequent Low-Spenders
af3ba9e1956549a18a4992fbbe41438b,62.0,79000.0,0.0,0.0,5.0,5.0,0.0,0,Low-Engagement Customers
da6f105d4db14af491cc76ddf73ae2da,21.0,60000.0,7.0,109.25999999999999,6.0,4.0,4.0,0,Low-Engagement Customers
83de7542018d455d9afa423626d7f5d3,50.0,64000.0,16.0,243.21,4.0,3.0,4.0,4,Frequent Low-Spenders
2c849dc4ca6d4d4f8510804723fc5dac,63.0,62000.0,6.0,78.44,3.0,2.0,4.0,2,Low-Spend Infrequent Users
bf9872d7aedd453797bdb75054b70d94,43.0,57000.0,6.0,23.57,5.0,3.0,2.0,0,Low-Engagement Customers
6bec9e231a224ce6adfe9fd3d8ce7d89,57.0,97000.0,3.0,65.45,5.0,4.0,4.0,3,Affluent Moderates
75847bb70727423b9c198191391761e4,69.0,45000.0,2.0,12.81,4.0,4.0,2.0,0,Low-Engagement Customers
82952ad407be4d74b9686bdaf77fad97,51.0,54000.0,2.0,29.630000000000003,5.0,5.0,2.0,0,Low-Engagement Customers
8fecd95fe7b54cc2a130e35ba5a77f48,53.0,89000.0,11.0,211.93,3.0,2.0,6.0,3,Affluent Moderates
aeed18479ee64200b76fb40f5b8e0e14,52.0,81000.0,1.0,15.51,4.0,3.0,4.0,3,Affluent Moderates
b56ba454203b495e969482b3785727da,57.0,61000.0,0.0,0.0,5.0,5.0,0.0,0,Low-Engagement Customers
32baca2d19234be59eebc422471193e7,88.0,57000.0,8.0,118.27,4.0,4.0,8.0,3,Affluent Moderates
8314fd32f6a14efe9c47e79005fbe795,79.0,114000.0,4.0,117.89999999999999,4.0,3.0,6.0,3,Affluent Moderates
fc966e9c3edc4578a1fb4c6a8c2659c2,60.0,94000.0,3.0,61.3,2.0,2.0,4.0,3,Affluent Moderates
89f451a5a8c64683b57aca2a334117ef,41.0,67000.0,7.0,25.52,5.0,3.0,4.0,0,Low-Engagement Customers
66c9c5773a8444a79abce6644401de88,22.0,43000.0,9.0,122.34,5.0,2.0,2.0,2,Low-Spend Infrequent Users
862ea30ca6cf4050b66349d7551bce9c,52.0,82000.0,7.0,157.82999999999998,4.0,4.0,6.0,3,Affluent Moderates
ebeeab6d91b9432ea332d8256c6ba343,58.0,95000.0,5.0,111.33,1.0,1.0,2.0,2,Low-Spend Infrequent Users
b6e07f29867b4284aa42106bdc4d51d3,69.0,87000.0,14.0,363.04,5.0,4.0,10.0,1,High-Value Loyalists
505776eee3dc4730a3fdeaa62b685931,44.0,66000.0,8.0,120.1,5.0,5.0,6.0,0,Low-Engagement Customers
9f7292018f174f6b8bab62353703307c,52.0,113000.0,3.0,64.16,4.0,4.0,2.0,3,Affluent Moderates
2334c3155e884d3c9529ee471f814a49,46.0,91000.0,3.0,70.28999999999999,6.0,5.0,10.0,1,High-Value Loyalists
461c8478728a47969f3b97b406b274cc,49.0,114000.0,0.0,0.0,5.0,1.0,0.0,3,Affluent Moderates
d80f9e3f974448ec902c42818097ebf3,47.0,62000.0,14.0,202.54,6.0,6.0,12.0,1,High-Value Loyalists
34fd8ac2a1414a1eace74ed3245517fe,53.0,40000.0,24.0,69.67,5.0,4.0,8.0,4,Frequent Low-Spenders
a75ecbbd5b0a44a095529ce77e63808c,59.0,68000.0,5.0,20.32,2.0,2.0,0.0,2,Low-Spend Infrequent Users
45d7bce929cf4356955170d2f94ca405,34.0,67000.0,9.0,49.089999999999996,3.0,2.0,2.0,2,Low-Spend Infrequent Users
f394ad9a93f5458394d052c8b860286e,67.0,57000.0,6.0,22.96,4.0,4.0,0.0,0,Low-Engagement Customers
d240308de0ee4cf8bb6072816268582b,43.0,94000.0,14.0,1251.99,6.0,6.0,10.0,1,High-Value Loyalists
5d1e22706c3b401a8947cc64c484c932,64.0,57000.0,5.0,11.67,5.0,2.0,0.0,0,Low-Engagement Customers
a678040b34eb47e0ad23864c283dc8ef,55.0,56000.0,5.0,17.72,3.0,2.0,0.0,2,Low-Spend Infrequent Users
0d71469761604d3688ca099ff09a403f,67.0,113000.0,6.0,127.07,3.0,1.0,4.0,3,Affluent Moderates
2b826162a0bd4690b318fd430d2adef2,18.0,53000.0,11.0,137.41,3.0,2.0,2.0,2,Low-Spend Infrequent Users
75ce7d71302e4e97af9bbeaebdd9ca9f,51.0,35000.0,9.0,70.09,4.0,4.0,6.0,4,Frequent Low-Spenders
d48ca9287f4c458793c9279c5bb6973e,38.0,38000.0,5.0,9.52,3.0,2.0,0.0,2,Low-Spend Infrequent Users
363c28b57ad34b468e3a687fd904b6c1,27.0,74000.0,14.0,47.0,4.0,2.0,4.0,4,Frequent Low-Spenders
0c88140597254428ba857b1e6782bce1,27.0,50000.0,10.0,20.32,4.0,4.0,2.0,4,Frequent Low-Spenders
e8f25bd0c79b4fbf8f021e1184332b89,25.0,74000.0,26.0,84.98,5.0,4.0,8.0,4,Frequent Low-Spenders
c6bab8832fd043e5b81dc5f0b587ec6d,56.0,84000.0,6.0,124.92,4.0,4.0,8.0,3,Affluent Moderates
fbb3c6ad80b04d3a94c666a2f08f2a2e,61.0,96000.0,7.0,167.45,5.0,5.0,8.0,1,High-Value Loyalists
855a636c057e4a32aa50b7d39f24d769,57.0,87000.0,10.0,272.23,6.0,5.0,12.0,1,High-Value Loyalists
83313f9487fe41ca990d393127406161,66.0,108000.0,8.0,945.0899999999999,5.0,3.0,6.0,1,High-Value Loyalists
bc483f23aadb4a4e857d865527b7599b,70.0,51000.0,10.0,107.28999999999999,6.0,6.0,2.0,0,Low-Engagement Customers
11bfc66cfc5b421ab0e1a8cb8ef7fd5c,65.0,36000.0,14.0,123.64,4.0,3.0,6.0,4,Frequent Low-Spenders
94aabcec49134cf797c18f719afa32d3,60.0,54000.0,9.0,141.21,6.0,5.0,12.0,1,High-Value Loyalists
2a3b1de405ea43fc8823bfd1d954db95,64.0,115000.0,5.0,97.46000000000001,4.0,2.0,2.0,3,Affluent Moderates
fccd11b940f64f2ea0408127a2d19f9a,53.0,55000.0,3.0,13.39,5.0,1.0,0.0,2,Low-Spend Infrequent Users
9045d97579294e3287696d71cad9c68d,27.0,34000.0,18.0,50.99,4.0,4.0,6.0,4,Frequent Low-Spenders
3aed39e33d8d432f9286ebea81b38639,62.0,77000.0,1.0,19.62,4.0,2.0,0.0,2,Low-Spend Infrequent Users
6fb9bdf5ad7e43eea5133d3621cd1f4d,20.0,33000.0,18.0,124.91000000000001,5.0,4.0,4.0,4,Frequent Low-Spenders
df3601437bdb4cbdb5dd4722737d3a67,82.0,53000.0,5.0,14.08,4.0,4.0,0.0,0,Low-Engagement Customers
37952de9ff3e4da7b332185597217e93,59.0,38000.0,2.0,3.2199999999999998,4.0,1.0,0.0,2,Low-Spend Infrequent Users
72b5a6743ee84f01a40fd6f1a378c560,32.0,68000.0,14.0,229.64,6.0,3.0,10.0,4,Frequent Low-Spenders
4b7c259051134278b2b28b9691c65286,86.0,55000.0,3.0,6.68,5.0,3.0,0.0,0,Low-Engagement Customers
5bbadf84eabe4fa3a7da35e3f44f8a2c,90.0,101000.0,3.0,95.7,4.0,2.0,6.0,3,Affluent Moderates
855dc7295b6745ce8a2791ac508193b5,24.0,62000.0,1.0,7.05,4.0,1.0,0.0,2,Low-Spend Infrequent Users
889d81fe350643e280f90c0faff01118,54.0,63000.0,12.0,201.42000000000002,4.0,3.0,6.0,4,Frequent Low-Spenders
897514ffebfe49999ffdcead112a5b01,65.0,48000.0,6.0,11.53,6.0,5.0,2.0,0,Low-Engagement Customers
5bac5bde72194d3d886ef94552e3ee32,85.0,97000.0,6.0,144.45,4.0,4.0,8.0,3,Affluent Moderates
09218129551d4929a3beea8d3eafd787,79.0,71000.0,6.0,124.64,4.0,3.0,6.0,3,Affluent Moderates
e1469309339d48f299c1431d6de4eaa6,55.0,83000.0,2.0,37.79,4.0,3.0,2.0,3,Affluent Moderates
7dfe7355623a45988127c78ac7504bbc,54.0,37000.0,18.0,167.95,6.0,4.0,4.0,4,Frequent Low-Spenders
a1fe5841547c472c8d394ac9ac09cbde,56.0,54000.0,7.0,18.83,6.0,4.0,0.0,0,Low-Engagement Customers
77c449768ead487b963f3c4171f2ad86,28.0,46000.0,3.0,7.029999999999999,3.0,2.0,0.0,2,Low-Spend Infrequent Users
3b1a3f100da944c1aa0fc7b954e02648,60.0,88000.0,7.0,167.77,5.0,4.0,6.0,1,High-Value Loyalists
40145bb3b5fa40308142041742753599,20.0,74000.0,3.0,7.369999999999999,5.0,1.0,2.0,2,Low-Spend Infrequent Users
cd32159bb5374ffa887200148968c046,66.0,49000.0,11.0,32.01,2.0,1.0,0.0,2,Low-Spend Infrequent Users
294cf687eb654e13a768e92644eaab9f,65.0,63000.0,0.0,0.0,4.0,4.0,0.0,0,Low-Engagement Customers
b1d9075028c64485847be5b8e0047ed2,48.0,71000.0,7.0,43.05,5.0,5.0,6.0,0,Low-Engagement Customers
2e5cbaf69f254079b136da55020cac9a,43.0,46000.0,5.0,14.92,5.0,2.0,2.0,2,Low-Spend Infrequent Users
475c43062aa14e3680fb4affaf7225dc,69.0,33000.0,2.0,3.63,4.0,1.0,0.0,2,Low-Spend Infrequent Users
1bd0ff7244cb49cc94a6cb99ed822432,75.0,60000.0,3.0,7.15,5.0,4.0,0.0,0,Low-Engagement Customers
d5c2ad0d116943fab03d7a1055f5c487,59.0,68000.0,0.0,0.0,6.0,6.0,0.0,0,Low-Engagement Customers
015fb0b3fbaa4aceb910fbdf272f7547,46.0,35000.0,6.0,14.290000000000001,5.0,4.0,0.0,0,Low-Engagement Customers
1c780ef3de0d4397ae1d854771813a66,33.0,49000.0,17.0,62.78,6.0,4.0,8.0,4,Frequent Low-Spenders
253928e13e194249af6f2ff4003498cb,59.0,77000.0,10.0,229.57,6.0,5.0,12.0,1,High-Value Loyalists
e7fd200255cf48e1a75c4316da554941,73.0,105000.0,5.0,149.32999999999998,4.0,1.0,8.0,3,Affluent Moderates
d4ec2de5571548a39e5874296ecddb4e,26.0,37000.0,14.0,123.51,5.0,5.0,8.0,4,Frequent Low-Spenders
e37c22feaa954a83b0d8ecc2be1f639a,68.0,78000.0,4.0,71.57,6.0,2.0,10.0,3,Affluent Moderates
42de30f65a554db2b2928ab318de7390,71.0,38000.0,7.0,18.17,3.0,1.0,0.0,2,Low-Spend Infrequent Users
8ed5af89308d4dae98b33701331926ad,53.0,75000.0,6.0,118.66,4.0,3.0,6.0,3,Affluent Moderates
1943d34100274155a01626b5940fbf38,86.0,78000.0,5.0,129.61,5.0,4.0,6.0,3,Affluent Moderates
c43b818111c64801ab07d0e3b9a01158,39.0,74000.0,13.0,255.56,4.0,3.0,6.0,4,Frequent Low-Spenders
c12ae136c4ad4390b3cbc2afc2eee413,55.0,39000.0,6.0,16.96,6.0,4.0,0.0,0,Low-Engagement Customers
916cba965ea448ad960951003103aff8,54.0,79000.0,8.0,176.82,4.0,3.0,6.0,3,Affluent Moderates
fedb5f5377d04da98b101218c60b15bf,34.0,52000.0,20.0,74.73,5.0,3.0,4.0,4,Frequent Low-Spenders
004c5799adbf42868b9cff0396190900,54.0,99000.0,12.0,347.38,5.0,4.0,10.0,1,High-Value Loyalists
25e01569a79f4bf080b447a94cc92e31,63.0,32000.0,7.0,14.22,6.0,3.0,0.0,0,Low-Engagement Customers
375b452ee0b64a4fbac92e61670f961d,74.0,67000.0,10.0,173.52,6.0,6.0,10.0,1,High-Value Loyalists
5542548657844f19994f31c720c418e9,68.0,74000.0,12.0,224.16,5.0,4.0,10.0,1,High-Value Loyalists
4f74f4ade74b43bdb17c98a941c6b502,69.0,30000.0,19.0,148.92000000000002,3.0,3.0,6.0,4,Frequent Low-Spenders
559943eeb754463e844624a47d469253,50.0,81000.0,3.0,63.47,2.0,1.0,2.0,2,Low-Spend Infrequent Users
70425153d8ec410d823ee209aa49700b,78.0,31000.0,10.0,85.27,5.0,5.0,6.0,4,Frequent Low-Spenders
8997d5d133d54e91b320923db642dc42,40.0,74000.0,13.0,52.39,5.0,3.0,2.0,4,Frequent Low-Spenders
4a340d20e0054ce38458860c6c5e5197,24.0,48000.0,4.0,13.09,4.0,3.0,2.0,2,Low-Spend Infrequent Users
e0b28061c5aa43b8a78b97e63485a736,54.0,89000.0,5.0,125.76,4.0,4.0,6.0,3,Affluent Moderates
41f309195094400fa971fe39673b35c7,46.0,65000.0,8.0,150.17,6.0,6.0,12.0,1,High-Value Loyalists
5a90d3a4a21b4262b75ad9533bdf162b,71.0,108000.0,7.0,190.84,5.0,4.0,8.0,1,High-Value Loyalists
26451d397a1b44889c7adcc3a50268df,50.0,59000.0,10.0,22.99,2.0,2.0,2.0,2,Low-Spend Infrequent Users
265189106dc54eb9863e31f174e66d64,48.0,32000.0,4.0,6.85,6.0,3.0,0.0,0,Low-Engagement Customers
49c3b42ff4c84f589edafa6e7b6ce3d2,58.0,105000.0,6.0,143.86,4.0,3.0,8.0,3,Affluent Moderates
c736395b0ae041eb8797f4abd11f6144,34.0,50000.0,12.0,49.67,3.0,2.0,4.0,2,Low-Spend Infrequent Users
5ce485cd9a894815aeee59210dd61b5c,50.0,55000.0,8.0,109.69,4.0,4.0,0.0,0,Low-Engagement Customers
019cc78d8fed432ca6df71c132c72a99,27.0,39000.0,7.0,16.48,5.0,2.0,0.0,2,Low-Spend Infrequent Users
38feae8a6b564476977e348198ed57b5,41.0,63000.0,15.0,750.28,3.0,3.0,4.0,1,High-Value Loyalists
30bed78a8a3e4a5ca596a84c0e7da8a1,62.0,73000.0,10.0,209.04,4.0,4.0,8.0,1,High-Value Loyalists
770bcac8d5d343f28dcb598905b08a06,65.0,50000.0,10.0,122.74,4.0,4.0,4.0,4,Frequent Low-Spenders
d724ee8209cb45019d5ca5374d00eb80,89.0,104000.0,6.0,183.64,5.0,2.0,4.0,3,Affluent Moderates
6b98cb99c8b848f09dc7dc717b1f82ed,78.0,110000.0,11.0,271.65,3.0,1.0,6.0,3,Affluent Moderates
76172675d243465ab55abbfb2785092d,40.0,78000.0,0.0,0.0,6.0,5.0,0.0,0,Low-Engagement Customers
3c4fd3642bbb47b285cec7816104649c,66.0,33000.0,5.0,11.219999999999999,2.0,0.0,0.0,2,Low-Spend Infrequent Users
ac18d9e07ed24f9ebd269082390bedb5,29.0,73000.0,5.0,18.67,4.0,3.0,4.0,2,Low-Spend Infrequent Users
e58e45b6f6f14dde8b715aa26570dee3,53.0,51000.0,16.0,65.2,5.0,4.0,2.0,4,Frequent Low-Spenders
9295a791bb4949969b3e3f837c36a753,23.0,41000.0,7.0,15.27,5.0,5.0,0.0,0,Low-Engagement Customers
50fba1b9344343fda7a24d9ff40a7dc5,71.0,38000.0,11.0,108.21,4.0,3.0,6.0,4,Frequent Low-Spenders
77b27d5f09db42cf9c844ab58d132e85,81.0,89000.0,7.0,133.4,5.0,5.0,8.0,1,High-Value Loyalists
ff39b67d25cf48dd8fae9c8766f5eeed,45.0,44000.0,4.0,13.3,4.0,1.0,2.0,2,Low-Spend Infrequent Users
1e6f629ef9dd4ab685797348487832a8,52.0,78000.0,5.0,116.96000000000001,5.0,3.0,8.0,3,Affluent Moderates
5b10f651961b441d9bcce72e90056260,70.0,64000.0,8.0,117.24,5.0,3.0,8.0,3,Affluent Moderates
0409252539634eca8a8d1b5407caa582,32.0,39000.0,4.0,99.62,3.0,3.0,0.0,2,Low-Spend Infrequent Users
3ab73b41e2ac4e67bb20be75543c1d78,66.0,40000.0,16.0,149.06,6.0,3.0,12.0,4,Frequent Low-Spenders
990080173c3f4871bb8634a9b50e118a,76.0,75000.0,3.0,45.86,2.0,1.0,4.0,3,Affluent Moderates
8b5aaf543de840899da63544d596074d,52.0,47000.0,10.0,100.62,3.0,2.0,4.0,2,Low-Spend Infrequent Users
5bc9f27518b64163be2f236dcfcb9ce7,53.0,90000.0,8.0,184.8,5.0,3.0,8.0,1,High-Value Loyalists
8891ef7c303b464984be4829e525b394,78.0,70000.0,7.0,40.85,5.0,2.0,6.0,3,Affluent Moderates
463fead979df403484f2d357f3619aea,67.0,60000.0,12.0,53.59,3.0,3.0,4.0,2,Low-Spend Infrequent Users
45d0952c88fe49b8aad291b21e086293,70.0,87000.0,5.0,126.19,4.0,2.0,4.0,3,Affluent Moderates
3a0e6a7edb4a49fe93136e9ed360b051,63.0,93000.0,8.0,207.86,5.0,3.0,6.0,3,Affluent Moderates
5dc748040e5f4194aaba8465e14dbd99,69.0,55000.0,11.0,160.8,5.0,5.0,8.0,1,High-Value Loyalists
cd3b6b1a48874469ae08a59204f37488,40.0,65000.0,4.0,16.97,3.0,3.0,0.0,2,Low-Spend Infrequent Users
0b9248aa06a24ff991321150b8b56098,19.0,39000.0,15.0,139.14,6.0,3.0,8.0,4,Frequent Low-Spenders
f2acd6b2a94a48efbcd6437406eb67b9,50.0,90000.0,5.0,116.42,5.0,3.0,4.0,3,Affluent Moderates
45581487709045ceb2ecdcc9aa0744fd,54.0,105000.0,9.0,234.82999999999998,4.0,4.0,6.0,3,Affluent Moderates
827cab95d40d4336ab0d1cd38172d755,90.0,55000.0,15.0,49.6,4.0,3.0,2.0,3,Affluent Moderates
623a7bc9b0964d0eb3a341bdc6d157e4,79.0,42000.0,15.0,150.51,4.0,3.0,6.0,4,Frequent Low-Spenders
062d468f10ff4489822fbdd647e57398,54.0,37000.0,20.0,58.82,6.0,6.0,6.0,4,Frequent Low-Spenders
d167940f7af04f4681daaa6d1bfd80a1,44.0,89000.0,7.0,832.22,6.0,6.0,12.0,1,High-Value Loyalists
6fc37c7b127242d8a8c3d5e62c8c5872,62.0,86000.0,12.0,272.2,4.0,4.0,8.0,1,High-Value Loyalists
30b98e23337b4e98815b8a0e2472a9ff,59.0,37000.0,16.0,128.49,5.0,4.0,6.0,4,Frequent Low-Spenders
c34d166e5c634b3eb6fd40547d930c18,20.0,61000.0,16.0,265.61,3.0,3.0,4.0,4,Frequent Low-Spenders
7eda9728df624f09b3aec88e0aebcf6a,63.0,96000.0,9.0,201.85,5.0,4.0,8.0,1,High-Value Loyalists
16583c228fb94fb098951ad54997ac2c,63.0,97000.0,3.0,73.73,4.0,4.0,4.0,3,Affluent Moderates
e3948b4335a54d09993e3219b445e922,71.0,31000.0,7.0,13.61,4.0,2.0,0.0,2,Low-Spend Infrequent Users
95e86569c15d455fa02041dd12f3d308,41.0,56000.0,7.0,98.91,4.0,1.0,4.0,2,Low-Spend Infrequent Users
b5084bd5d94f492c873dededc5491648,19.0,31000.0,16.0,125.34,5.0,5.0,6.0,4,Frequent Low-Spenders
